RUN_TYPE: PQC 
OPERATOR: A. Kyriakis
RUN_BEGIN_TIMESTAMP: 2021-09-28 13:19:46
NAME_LABEL: 37400_015_2-S_HM_WW
KIND_OF_PART: 2S Halfmoon W
KIND_OF_HM_FLUTE_ID: PQC1
KIND_OF_HM_STRUCT_ID: CAP_W
KIND_OF_HM_SET_ID: Left
KIND_OF_HM_CONFIG_ID: Not Used
PROCEDURE_TYPE: NONE
WAITING_TIME_S: 0.100
AC_FREQ_HZ: 10000
AC_AMPL_V: 0.250
TEMP_SET_DEGC: 22.6
AV_TEMP_DEGC: 22.6

            TIME	     VOLTS	CAPCTNC_PFRD	RESSTNC_MOHM	 TEMP_DEGC	AIR_TEMP_DEGC	    RH_CNT
2021-09-28 01:20:59	1.800E+0	2.490E+0	0.000E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:21:00	1.900E+0	2.410E+0	-66.667E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:21:01	2.000E+0	2.360E+0	-55.556E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:21:02	2.100E+0	2.490E+0	-50.000E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:21:03	2.200E+0	2.390E+0	76.923E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:04	2.300E+0	2.510E+0	41.667E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:05	2.400E+0	2.480E+0	62.500E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:21:06	2.500E+0	3.100E+0	-83.333E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:21:07	2.600E+0	2.660E+0	83.333E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:08	2.700E+0	2.310E+0	55.556E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:10	2.800E+0	2.370E+0	0.000E+0	22.600E+0	22.600E+0	27.100E+0
